id,yield_class,age,average_height,dbh,taper,trees_per_ha
11,6.0,80,21.9,27.6,0.493,490.0
91,8.0,90,19.501894344273143,26.882885175048298,0.444302549119616,974.0
2,14.0,60,24.2,23.9,0.468,1065.0
17,7.0,160,26.8,38.3,0.479,335.0
1,10.0,80,24.7,29.5,0.453,809.0
91,8.0,200,39.50236831752908,49.900106084717,0.4326454664597483,340.0
1,13.0,150,39.1,47.4,0.138,419.0
93,2.0,170,10.6,17.7,0.485,1920.0
9,4.0,110,20.6,23.4,0.429,763.0
20,3.0,90,7.8,17.4,0.462558275058275,1488.0
8,8.0,80,26.2,33.1,0.428,406.0
20,6.0,50,5.8,12.6,0.4282536151279199,2478.0
75,6.0,90,23.7,34.7,0.4635,401.0
12,4.0,70,18.6,25.4,0.451,425.0
76,3.0,130,16.6,18.6,0.5068,1465.0
10,7.0,60,19.6,18.0,0.476,1246.0
18,13.0,50,24.6,28.7,0.476,642.0
93,11.0,240,44.8,55.0,0.393,276.0
93,8.0,80,23.7,26.5,0.427,896.0
88,3.0,210,26.864209848841696,38.03329112337652,0.4340803640916322,417.0
87,4.0,180,24.9,36.5,0.479,330.0
93,6.0,100,20.4,26.8,0.434,853.0
4,11.0,90,29.7,34.5,0.448,591.0
2,16.0,60,26.1,25.5,0.466,980.0
13,18.0,60,34.4,53.9,0.421,177.0
93,11.0,30,13.3,11.8,0.47,3781.0
8,6.0,130,27.6,38.6,0.425,300.0
3,10.0,60,22.6,23.6,0.468,1007.0
7,17.0,35,23.4,22.6,0.45,1025.0
16,18.0,30,25.3,30.2,0.463,435.0
76,7.0,40,10.9,13.9,0.5159,2081.0
91,9.0,110,25.80439732839205,34.2173114181846,0.4412588734265563,649.0
93,4.0,180,18.9,29.1,0.437,708.0
2,9.0,110,27.9,34.2,0.448,548.0
17,6.0,120,23.9,33.7,0.485,402.0
5,13.0,30,11.8,11.5,0.52,2978.0
15,4.0,50,19.0,18.3,0.454,779.0
92,10.0,30,14.1,15.2,0.481,1828.0
76,7.0,180,34.1,30.3,0.5018,757.0
76,2.0,140,13.7,16.3,0.5095,1730.0
1,6.0,30,5.3,7.3,0.285,4403.0
1,9.0,140,32.3,39.5,0.442,495.0
90,13.0,50,14.26261327212238,17.16296620167669,0.4726487616557796,2110.0
5,8.0,30,7.0,8.1,0.104,4737.0
8,5.0,20,4.6,6.9,0.136,3695.0
2,5.0,90,18.4,20.0,0.473,1225.0
87,17.0,40,18.1,17.0,0.5,2028.0
91,3.0,210,28.54278016035721,39.288444840694645,0.4352013952491602,475.0
10,4.0,40,8.5,7.9,0.227,3762.0
88,2.0,60,7.3874642175094305,13.212341513338451,0.4839571963900911,1354.0
76,6.0,130,25.7,25.0,0.5039,987.0
92,12.0,60,31.0,32.3,0.43,639.0
93,3.0,190,15.2,24.3,0.452,1034.0
90,11.0,130,34.98918820275575,42.37076124285711,0.4410141355039619,396.0
21,2.0,110,15.0,21.8,0.44,607.0
6,14.0,130,35.6,52.1,0.469,235.0
76,7.0,90,22.0,22.5,0.5049,1136.0
76,7.0,50,13.4,15.1,0.5185,1754.0
20,7.0,70,12.0,27.9,0.4952830188679245,695.0
75,5.0,150,23.8,35.2,0.4624,350.0
5,15.0,50,22.3,23.4,0.515,984.0
7,14.0,55,30.2,35.3,0.42,432.0
14,29.0,20,25.4,41.4,0.409,240.0
1,10.0,140,34.2,41.4,0.441,475.0
20,8.0,70,15.6,37.4,0.500378664935627,432.0
8,11.0,140,41.7,57.5,0.405,160.0
16,13.0,60,25.2,35.4,0.476,297.0
16,14.0,50,25.5,34.3,0.472,322.0
1,4.0,120,18.3,26.9,0.448,777.0
17,4.0,60,15.2,21.1,0.515,750.0
2,9.0,50,15.2,15.6,0.488,1805.0
2,9.0,70,20.9,21.9,0.472,1141.0
4,12.0,100,32.5,38.4,0.444,511.0
20,6.0,120,16.7,40.3,0.4981839599489546,383.0
8,6.0,60,16.8,22.2,0.437,721.0
13,7.0,20,11.9,15.3,0.484,1587.0
88,7.0,60,14.029757481327747,19.93181540438815,0.4537277139574962,1253.0
2,12.0,80,27.2,29.1,0.458,780.0
20,1.0,200,8.6,19.4,0.4739635995955511,1242.0
20,7.0,80,13.8,32.6,0.500805152979066,539.0
88,3.0,60,8.841831195633246,15.362587561658918,0.4635838578475298,1334.0
6,16.0,70,25.5,29.9,0.487,721.0
87,9.0,50,12.9,15.6,0.516,2013.0
4,6.0,150,24.6,35.4,0.44,500.0
91,6.0,140,25.919321563315613,35.27818238073201,0.4387086385456323,594.0
89,12.0,140,36.03068899527255,47.7098079987373,0.4316362528856413,345.0
88,3.0,190,25.1660079552218,35.74097892319102,0.4353586337163497,463.0
91,9.0,50,10.44807001955094,17.560220642801397,0.4511232732519381,1658.0
1,8.0,140,30.2,37.6,0.443,520.0
20,5.0,60,6.3,13.9,0.4436557231588287,2127.0
9,2.0,40,8.9,8.59,0.275,2661.0
1,6.0,60,12.9,17.3,0.469,1585.0
88,14.0,70,26.14390199390536,26.772771818680628,0.4631443792191362,907.0
90,3.0,90,11.485019525416202,20.957342433785275,0.4305688083404239,1110.0
87,5.0,120,20.3,27.8,0.493,640.0
11,6.0,120,25.7,38.5,0.503,304.0
7,11.0,80,31.6,42.3,0.4,299.0
14,19.0,50,29.9,66.3,0.42,137.0
76,9.0,40,12.9,15.7,0.5101,1812.0
90,5.0,220,34.89807222048076,44.7306567871025,0.43584536340764,332.0
75,13.0,150,39.1,54.0,0.4614,165.0
16,9.0,20,14.7,15.7,0.494,915.0
87,17.0,60,26.9,26.6,0.473,962.0
93,4.0,100,13.4,19.8,0.464,1550.0
20,2.0,240,14.0,32.9,0.4977876106194689,531.0
1,13.0,70,26.2,31.0,0.452,792.0
91,10.0,70,16.959524175834748,23.387188673136613,0.4485461789542826,1258.0
7,16.0,80,37.9,49.0,0.4,236.0
76,3.0,190,20.4,21.4,0.5052,1219.0
1,13.0,140,38.4,46.6,0.438,430.0
13,13.0,50,27.9,41.2,0.439,271.0
4,11.0,140,33.8,42.9,0.439,428.0
4,14.0,110,36.4,43.8,0.44,430.0
75,15.0,40,23.9,34.4,0.4651,441.0
19,7.0,30,17.8,19.2,0.45,831.0
90,12.0,140,39.27251730830247,47.46056302632498,0.4370605454198387,314.0
87,3.0,160,22.3,33.2,0.487,368.0
4,10.0,110,30.5,37.2,0.444,517.0
12,11.0,70,33.3,43.3,0.473,220.0
6,20.0,60,27.1,31.4,0.463,711.0
92,10.0,90,33.4,39.4,0.415,417.0
2,8.0,90,23.5,26.4,0.461,837.0
19,4.0,70,19.5,24.5,0.455,522.0
21,4.0,50,18.4,25.5,0.43,528.0
19,9.0,120,31.1,48.4,0.423,231.0
90,15.0,30,7.935655820257015,9.755605776637015,0.5512010849299569,5408.0
9,3.0,120,18.3,20.36,0.428,889.0
76,12.0,50,19.4,20.7,0.5054,1274.0
75,13.0,80,33.3,44.9,0.4656,280.0
7,9.0,75,27.8,38.1,0.41,353.0
19,5.0,40,17.0,18.7,0.45,814.0
75,8.0,130,29.8,42.4,0.4627,272.0
93,7.0,150,29.2,39.7,0.412,385.0
2,17.0,30,13.2,13.1,0.494,2359.0
88,14.0,30,10.554911130812188,13.92003858599293,0.4902430543869533,2414.0
75,16.0,130,42.4,56.6,0.4627,164.0
76,11.0,90,29.9,27.7,0.5029,856.0
14,14.0,50,25.4,57.2,0.412,170.0
21,2.0,80,14.3,20.4,0.441,674.0
20,1.0,110,5.7,12.3,0.4285959197668438,2571.0
17,3.0,180,14.7,19.9,0.517,754.0
9,4.0,150,21.6,24.77,0.428,705.0
6,20.0,70,30.8,37.1,0.453,523.0
15,3.0,80,19.7,20.7,0.473,606.0
20,1.0,230,9.2,20.7,0.4744651483781919,1120.0
88,8.0,90,22.412751628542075,27.86658189212916,0.450572650224458,788.0
90,7.0,150,30.212022800119485,38.52025649713121,0.4407882611958105,458.0
20,6.0,220,24.0,60.4,0.4820693709582598,198.0
17,2.0,140,11.9,17.1,0.532,840.0
2,16.0,80,31.8,33.4,0.452,665.0
4,10.0,150,32.4,42.1,0.439,434.0
91,7.0,110,22.247584274993503,30.43297218800014,0.4418109689658251,779.0
11,6.0,60,18.2,20.3,0.482,768.0
76,4.0,110,17.7,19.4,0.5064,1380.0
1,2.0,60,6.5,11.4,0.431,1943.0
2,9.0,100,26.6,31.2,0.453,648.0
92,4.0,110,19.2,29.2,0.433,517.0
75,5.0,50,16.9,26.8,0.4608,605.0
9,9.0,150,35.1,44.26,0.398,352.0
89,13.0,130,36.13703669548308,47.12545770054442,0.4329901744379685,357.0
3,9.0,120,30.2,36.5,0.445,506.0
14,17.0,20,18.9,31.4,0.413,331.0
87,10.0,170,32.1,42.5,0.457,327.0
4,14.0,50,22.6,25.2,0.462,978.0
13,9.0,40,21.2,28.8,0.468,448.0
1,14.0,20,5.2,10.5,0.389,2978.0
3,14.0,50,23.8,24.7,0.466,1005.0
3,14.0,120,37.2,44.9,0.439,413.0
4,10.0,20,5.9,8.1,0.363,4128.0
19,5.0,120,24.1,39.8,0.461,248.0
7,18.0,60,36.2,42.4,0.4,316.0
3,9.0,30,11.2,11.4,0.485,2675.0
7,10.0,25,10.2,10.2,0.42,2725.0
3,11.0,70,26.3,28.2,0.459,789.0
20,6.0,200,23.0,57.7,0.4839590976504566,213.0
90,12.0,50,13.306814937117723,17.002099843967166,0.4706176355374923,2113.0
5,8.0,110,26.2,34.2,0.495,473.0
15,3.0,50,17.1,15.6,0.43,967.0
90,5.0,120,20.363135017359145,28.842581166643942,0.4404950738606664,749.0
1,12.0,140,37.2,44.9,0.439,443.0
20,6.0,130,17.8,43.2,0.495505617977528,342.0
4,14.0,150,38.8,48.4,0.436,374.0
3,12.0,100,32.7,37.8,0.445,515.0
75,8.0,40,17.5,27.5,0.4611,594.0
92,9.0,130,36.6,48.3,0.4,275.0
16,8.0,40,18.0,22.9,0.49,522.0
20,6.0,230,24.4,61.6,0.4816112084063047,191.0
7,17.0,75,38.2,48.6,0.4,241.0
6,12.0,80,22.9,26.2,0.511,857.0
6,8.0,90,19.6,21.2,0.54,1170.0
90,4.0,50,6.305269731934355,14.42787092124965,0.4458520468502196,1780.0
10,8.0,30,9.4,7.4,0.163,4692.0
4,7.0,30,9.1,10.1,0.465,2893.0
6,12.0,70,20.1,22.1,0.517,1163.0
4,9.0,20,5.6,7.5,0.318,4462.0
1,10.0,120,31.9,38.6,0.443,530.0
87,4.0,60,9.0,13.1,0.528,2091.0
20,2.0,210,13.1,30.6,0.497313463979551,598.0
21,6.0,30,17.9,24.0,0.434,586.0
76,3.0,100,13.9,16.4,0.5098,1707.0
76,11.0,120,36.7,31.9,0.501,706.0
15,8.0,40,20.2,20.9,0.474,694.0
16,16.0,50,27.0,36.4,0.473,311.0
93,8.0,120,29.9,37.3,0.413,467.0
4,13.0,100,33.9,40.0,0.443,487.0
76,4.0,200,24.9,24.5,0.504,1015.0
90,15.0,40,12.020847848055263,13.45209656652903,0.4979347151117798,3214.0
9,4.0,100,20.1,22.7,0.429,795.0
6,12.0,100,27.7,34.5,0.498,511.0
89,6.0,90,17.554816087309366,26.784348699969524,0.4365147206944952,840.0
14,21.0,50,31.4,69.3,0.424,129.0
19,7.0,40,20.5,23.1,0.452,654.0
16,14.0,70,26.4,38.4,0.479,265.0
93,7.0,130,27.5,36.4,0.416,467.0
90,13.0,30,6.883666346969937,10.185948320841604,0.5398631396707878,4919.0
5,11.0,70,24.0,27.7,0.506,704.0
2,8.0,70,19.5,20.5,0.474,1239.0
93,6.0,140,24.5,34.3,0.421,511.0
5,10.0,130,29.9,42.6,0.487,334.0
90,8.0,130,28.736301438488784,36.32074352902077,0.44294576918265,520.0
4,5.0,110,21.2,28.3,0.45,659.0
4,8.0,90,25.4,29.7,0.454,684.0
9,4.0,140,21.5,24.57,0.428,713.0
7,17.0,50,31.6,34.9,0.42,459.0
88,13.0,90,30.338362130983707,32.26901172906225,0.4564105580748974,662.0
88,3.0,240,29.115408069779,41.181399569555175,0.4320618212822388,364.0
93,5.0,170,22.5,33.5,0.426,526.0
89,6.0,140,25.312815949270576,36.78652323666508,0.4329917263249663,499.0
88,2.0,90,11.207106601320309,18.935510372136257,0.4443036590383015,1025.0
10,4.0,140,22.7,32.5,0.495,407.0
91,4.0,80,12.035160264908448,20.508852918786538,0.4380970642037611,1160.0
92,7.0,170,35.8,53.9,0.392,193.0
8,8.0,140,33.9,46.6,0.416,227.0
6,14.0,40,12.2,12.6,0.474,3080.0
12,3.0,20,6.4,6.7,0.397,2446.0
89,2.0,70,8.260528829357625,16.513615081034203,0.4427723076125897,1114.0
16,17.0,70,28.3,41.5,0.484,253.0
76,8.0,100,26.0,25.2,0.5038,974.0
90,4.0,80,11.661851370493093,20.539844370309613,0.4350854053283345,1215.0
88,7.0,90,20.74615076963537,26.84209672927802,0.4488488485720118,818.0
11,2.0,80,10.1,17.9,0.486,859.0
16,13.0,80,25.7,38.5,0.481,255.0
87,2.0,70,7.3,11.4,0.533,2045.0
4,8.0,60,20.0,21.5,0.471,1084.0
7,11.0,50,24.4,28.5,0.43,622.0
93,7.0,120,26.4,34.4,0.418,525.0
89,12.0,110,30.851278872397536,40.09589671251648,0.4384249238553877,475.0
90,15.0,100,34.264716827708504,39.05225967995756,0.4471070040639114,489.0
19,2.0,90,15.5,22.8,0.459,449.0
1,10.0,130,33.1,40.2,0.442,498.0
3,11.0,110,32.4,38.2,0.445,496.0
93,7.0,180,31.0,43.5,0.408,312.0
15,2.0,90,15.8,16.7,0.442,785.0
11,2.0,100,11.8,22.1,0.493,652.0
7,10.0,75,29.3,39.5,0.41,334.0
9,4.0,50,13.4,14.03,0.396,1542.0
8,11.0,100,37.7,48.4,0.414,218.0
87,15.0,100,34.0,40.1,0.452,428.0
20,4.0,220,19.5,48.0,0.4930966469428007,288.0
12,2.0,40,8.6,11.3,0.442,1236.0
12,5.0,60,19.8,24.8,0.452,448.0
1,8.0,100,25.0,31.1,0.45,707.0
13,9.0,30,19.0,24.0,0.48,551.0
93,4.0,250,21.1,33.2,0.429,519.0
17,6.0,80,22.7,31.9,0.489,437.0
76,3.0,180,19.9,21.0,0.5056,1247.0
89,10.0,110,27.618072195442803,37.09321020185237,0.4383790483873317,531.0
16,13.0,20,18.5,19.9,0.478,710.0
87,6.0,190,27.5,38.6,0.471,339.0
3,13.0,80,30.9,34.2,0.45,614.0
89,7.0,150,28.47156790207785,40.35297565693703,0.4324730325477359,434.0
15,5.0,60,21.7,22.7,0.488,582.0
2,6.0,110,22.9,27.7,0.457,723.0
75,14.0,30,18.3,28.1,0.463,584.0
87,12.0,50,16.4,17.9,0.506,1740.0
5,7.0,130,26.2,35.4,0.493,426.0
8,8.0,90,27.9,35.9,0.426,354.0
12,5.0,110,24.4,41.0,0.454,213.0
89,12.0,60,18.422069047777608,23.1675560373152,0.4551178466743304,1242.0
20,2.0,150,10.5,24.0,0.4857142857142856,887.0
6,16.0,150,40.2,65.3,0.444,155.0
92,8.0,160,37.2,53.1,0.393,215.0
88,2.0,170,20.17426919037273,30.312388076962986,0.4347318288914546,571.0
7,18.0,70,38.4,47.7,0.4,252.0
20,4.0,80,8.0,17.9,0.4656862745098039,1418.0
1,6.0,130,24.5,32.5,0.446,622.0
6,6.0,130,22.8,29.4,0.547,598.0
9,8.0,150,32.5,40.35,0.405,394.0
75,8.0,90,27.3,38.8,0.4641,341.0
91,3.0,100,13.523960289975973,22.37601247655291,0.436003870235257,1040.0
6,10.0,120,28.3,37.3,0.503,420.0
87,3.0,80,10.8,15.9,0.522,1414.0
18,8.0,20,7.1,7.5,0.08,5302.0
18,9.0,80,25.7,38.2,0.435,286.0
7,18.0,45,30.3,32.0,0.43,548.0
7,10.0,35,15.8,16.9,0.46,1500.0
87,4.0,170,24.1,35.0,0.482,364.0
3,10.0,40,16.1,16.4,0.485,1694.0
1,9.0,30,7.6,10.2,0.446,3329.0
8,11.0,110,38.9,51.2,0.411,198.0
8,11.0,90,36.2,45.3,0.417,245.0
87,2.0,80,8.8,13.6,0.529,1581.0
91,11.0,40,8.951722194610612,15.42277505017677,0.4636769232900125,2049.0
13,20.0,50,36.8,58.8,0.417,154.0
90,4.0,70,9.83159042382681,18.622642337727637,0.4356196097284435,1372.0
14,22.0,40,30.6,64.7,0.42,140.0
15,3.0,40,15.1,13.2,0.408,1227.0
1,14.0,60,23.9,28.8,0.454,885.0
1,4.0,140,20.3,29.5,0.445,676.0
3,6.0,140,25.8,33.9,0.445,512.0
91,3.0,80,10.526282933672208,19.06761839115052,0.437792840698229,1096.0
75,4.0,100,20.0,30.3,0.4628,480.0
76,6.0,180,30.8,28.3,0.5025,833.0
88,4.0,110,18.538728825190955,26.61159632029229,0.4415321125238924,758.0
1,8.0,50,13.3,16.8,0.473,1749.0
13,19.0,20,24.4,33.1,0.459,340.0
9,9.0,120,33.1,41.34,0.403,390.0
89,14.0,70,23.994678459391057,28.65395326550501,0.4524912499555122,887.0
14,25.0,60,34.7,77.3,0.433,113.0
16,15.0,40,25.1,32.1,0.469,369.0
20,5.0,70,8.0,17.8,0.4599719101123595,1430.0
90,9.0,30,4.978262613624875,10.66082080664066,0.4918613813663119,3831.0
17,4.0,110,17.4,24.2,0.506,608.0
93,4.0,220,20.3,31.8,0.431,577.0
4,5.0,140,22.0,32.5,0.441,541.0
91,12.0,130,35.38686533613772,45.1179266617506,0.4358644805192635,406.0
16,16.0,20,20.8,22.4,0.468,640.0
76,11.0,50,18.3,19.8,0.5064,1345.0
17,2.0,180,12.4,17.1,0.529,840.0
1,2.0,130,14.1,24.0,0.444,830.0
9,5.0,140,24.2,28.36,0.424,603.0
87,12.0,70,22.4,24.9,0.487,1002.0
88,10.0,60,17.794823670906013,21.814169166688163,0.4588894064219089,1193.0
4,15.0,50,23.6,26.4,0.46,923.0
17,9.0,20,13.8,16.3,0.52,1320.0
93,5.0,90,15.6,21.5,0.452,1317.0
92,3.0,170,22.5,38.8,0.413,260.0
2,11.0,120,31.8,41.0,0.44,418.0
92,9.0,160,39.1,53.7,0.393,225.0
4,4.0,50,13.0,13.1,0.491,1836.0
90,5.0,90,14.75884443769722,23.230393976239498,0.4386225837605709,1056.0
91,4.0,160,25.154352496112107,34.8006421289494,0.4378786677644737,596.0
16,16.0,30,24.1,28.7,0.465,450.0
89,9.0,60,14.92300611644814,21.314657150853968,0.4498634530314156,1334.0
88,12.0,120,35.10451442971964,39.40587726406661,0.4476731943330653,467.0
19,5.0,60,20.3,24.8,0.454,544.0
91,8.0,100,21.829051527217995,29.58697824232187,0.4431422619170921,830.0
90,8.0,110,24.52369248701696,31.554026001518235,0.4452607383701158,678.0
5,13.0,70,26.0,30.3,0.503,630.0
20,3.0,150,13.0,30.3,0.4970144011239902,606.0
4,4.0,70,16.3,18.1,0.477,1179.0
17,6.0,20,10.1,12.2,0.533,1933.0
76,8.0,170,36.2,31.5,0.5015,715.0
89,14.0,80,26.892070710438645,32.68586606337995,0.4481458496243727,704.0
2,6.0,100,21.7,25.0,0.462,864.0
16,6.0,80,17.7,25.3,0.497,425.0
92,6.0,130,28.8,42.2,0.409,293.0
90,15.0,80,27.632246937190484,30.464398280507098,0.4558334215089291,791.0
8,7.0,70,21.6,27.6,0.433,531.0
20,4.0,240,20.4,50.4,0.4901960784313726,266.0
6,14.0,110,32.5,43.8,0.477,334.0
87,3.0,130,18.5,27.0,0.499,571.0
75,9.0,20,10.3,18.2,0.4629,1023.0
90,9.0,110,26.42906179961137,33.11018725414191,0.4458744733318016,629.0
90,11.0,110,30.20045327028904,36.37106682952955,0.4459418231181812,540.0
6,14.0,60,19.5,21.5,0.513,1253.0
89,4.0,100,15.926670017484788,26.053967775370843,0.4313673279058888,807.0
92,9.0,140,37.6,50.4,0.397,255.0
87,11.0,160,33.2,43.5,0.454,322.0
20,5.0,170,19.0,46.4,0.4925250870366578,304.0
87,16.0,70,28.7,29.9,0.468,770.0
87,6.0,130,23.0,30.9,0.485,549.0
93,4.0,80,11.2,16.5,0.48,2138.0
87,3.0,50,5.9,9.1,0.538,3167.0
16,10.0,70,22.6,32.8,0.48,312.0
9,7.0,120,28.4,34.37,0.415,486.0
11,5.0,80,19.2,25.6,0.491,542.0
89,15.0,100,33.44202291307732,41.36151650374545,0.4405491881483633,466.0
17,4.0,160,17.8,24.3,0.504,608.0
93,8.0,60,19.1,19.9,0.442,1466.0
9,6.0,90,23.5,27.43,0.425,653.0
91,15.0,30,7.405981268034769,12.60244773856648,0.4951588245481362,3109.0
20,7.0,240,26.3,67.2,0.4822248187622251,166.0
17,2.0,50,6.9,13.2,0.567,1108.0
20,5.0,80,9.5,21.5,0.4797149122807018,1053.0
8,9.0,60,24.6,28.7,0.434,515.0
1,9.0,60,17.8,21.6,0.465,1253.0
93,10.0,210,41.8,52.9,0.396,267.0
93,6.0,110,21.6,29.0,0.43,732.0
93,5.0,50,9.1,12.6,0.502,3191.0
91,17.0,100,34.307105077640834,41.97184051835185,0.4407270160493939,485.0
2,8.0,40,10.7,11.3,0.478,2570.0
14,13.0,60,24.8,56.4,0.412,175.0
1,15.0,140,40.0,49.8,0.436,409.0
5,10.0,120,29.3,40.6,0.489,365.0
20,1.0,190,8.4,18.9,0.4709576138147566,1298.0
87,6.0,150,24.9,34.0,0.479,451.0
10,7.0,130,30.1,38.6,0.499,311.0
93,10.0,70,26.6,26.1,0.423,1024.0
18,12.0,70,28.1,38.0,0.458,350.0
87,16.0,100,35.9,42.8,0.446,380.0
12,4.0,90,20.4,31.6,0.45,307.0
8,10.0,150,39.9,54.9,0.407,173.0
75,15.0,120,40.5,54.0,0.4635,186.0
16,20.0,80,29.6,45.5,0.494,225.0
90,8.0,190,39.06201006987517,48.827917397324505,0.4340900003275448,283.0
6,12.0,30,6.5,6.7,0.325,8310.0
75,16.0,80,37.1,48.7,0.466,249.0
76,8.0,200,39.1,33.2,0.5007,665.0
9,8.0,120,30.8,37.84,0.409,434.0
5,11.0,90,27.5,34.7,0.496,490.0
93,7.0,40,11.0,12.4,0.485,3124.0
90,3.0,200,27.026819666460455,36.62619067797991,0.4380865086288564,477.0
16,14.0,80,26.5,39.8,0.482,248.0
2,12.0,40,14.7,14.7,0.509,1989.0
14,26.0,30,29.8,57.8,0.416,160.0
18,10.0,40,18.4,19.9,0.461,1153.0
76,3.0,80,11.7,14.6,0.5134,1966.0
20,7.0,200,25.0,63.3,0.48125,183.0
14,12.0,60,23.8,53.7,0.411,186.0
75,3.0,20,7.2,14.5,0.4679,1355.0
93,6.0,150,25.3,35.8,0.419,466.0
93,5.0,150,21.3,31.2,0.429,616.0
91,12.0,100,28.0294141095447,36.04567032533339,0.4420195330299135,610.0
93,9.0,220,39.3,52.1,0.398,246.0
87,10.0,30,7.5,9.6,0.533,4323.0
6,18.0,40,16.0,17.5,0.479,1887.0
12,8.0,50,24.5,27.6,0.456,411.0
4,14.0,30,12.8,15.8,0.476,1853.0
93,11.0,190,43.5,52.2,0.395,308.0
93,8.0,100,27.2,32.4,0.418,618.0
16,8.0,30,16.4,19.3,0.495,663.0
2,4.0,80,14.9,14.8,0.488,1893.0
88,7.0,80,18.664232312681683,24.63215386866181,0.4499129973280706,932.0
2,10.0,120,30.4,39.2,0.442,439.0
10,6.0,120,27.2,34.0,0.494,391.0
18,14.0,60,28.0,36.0,0.475,422.0
19,8.0,100,28.8,42.4,0.444,276.0
12,11.0,90,35.5,52.3,0.484,163.0
15,3.0,100,19.8,23.1,0.491,488.0
2,13.0,30,10.8,11.3,0.483,2731.0
2,6.0,60,14.2,14.4,0.485,1939.0
17,7.0,180,26.9,38.3,0.478,335.0
4,7.0,140,26.6,36.2,0.441,498.0
20,7.0,50,7.6,17.0,0.4637309606394209,1539.0
16,15.0,30,23.3,27.8,0.467,460.0
20,8.0,40,7.7,17.2,0.4625004625004625,1512.0
89,9.0,40,9.290014515095155,14.548082141026216,0.4772970697829292,2423.0
6,14.0,100,30.5,39.4,0.483,411.0
20,6.0,80,11.3,26.1,0.4949752512374381,771.0
21,2.0,30,9.5,11.6,0.39,1540.0
89,8.0,110,24.347634943542783,34.14142722701665,0.4373526158049329,592.0
15,2.0,50,13.8,11.4,0.391,1540.0
14,18.0,20,19.5,32.3,0.412,319.0
10,3.0,130,19.4,26.9,0.493,555.0
4,9.0,80,25.4,28.8,0.456,737.0
89,12.0,30,8.10317980959423,11.112272142197297,0.5259289886712748,4121.0
91,17.0,30,8.031752439662311,12.702148423179604,0.4976922729252928,3355.0
76,9.0,50,15.9,18.1,0.507,1517.0
3,10.0,20,7.5,7.9,0.399,4254.0
3,8.0,70,22.2,24.0,0.466,944.0
91,13.0,100,29.4248454629846,37.49303804237632,0.4415745923468178,573.0
21,1.0,50,7.6,8.2,0.345,3223.0
92,5.0,50,10.5,14.4,0.479,1655.0
2,7.0,60,15.6,16.1,0.483,1701.0
92,2.0,110,11.7,19.9,0.454,863.0
90,7.0,130,26.5764221435242,34.38856720365014,0.4427993480175468,569.0
87,18.0,50,24.3,22.6,0.481,1280.0
3,4.0,50,10.3,12.8,0.475,2130.0
87,8.0,40,9.0,11.7,0.528,3017.0
12,2.0,70,12.3,19.6,0.45,573.0
14,27.0,20,24.4,39.9,0.409,251.0
7,16.0,70,36.1,45.4,0.4,272.0
93,10.0,30,12.1,11.2,0.478,3840.0
7,11.0,70,29.8,39.2,0.41,341.0
18,15.0,40,22.6,24.9,0.495,835.0
18,15.0,50,26.1,31.6,0.487,552.0
2,6.0,120,24.0,30.3,0.451,609.0
87,15.0,70,27.0,28.5,0.473,829.0
87,19.0,40,20.7,18.3,0.492,1839.0
5,12.0,70,25.1,29.1,0.504,664.0
91,5.0,180,29.782612831916595,40.35185930378874,0.4355340419007765,462.0
12,3.0,80,16.6,25.2,0.449,414.0
16,5.0,80,16.5,22.5,0.502,510.0
17,9.0,180,30.7,45.6,0.469,249.0
88,7.0,130,27.638197115680235,34.897151864807206,0.4440485311702898,536.0
87,13.0,100,30.5,35.8,0.462,518.0
88,8.0,140,31.03800421169701,38.29060212289249,0.4430211091549639,466.0
2,8.0,80,21.7,23.5,0.467,1011.0
89,8.0,50,11.213128074462093,17.522320437818827,0.4565583268712685,1752.0
75,5.0,90,21.7,32.4,0.4629,443.0
88,5.0,50,9.41893281499352,15.664506588177453,0.4641480835045893,1493.0
16,8.0,20,13.7,14.4,0.497,990.0
13,6.0,50,16.6,21.1,0.49,721.0
7,10.0,60,26.2,33.2,0.42,457.0
87,11.0,140,31.8,40.7,0.458,376.0
87,9.0,100,23.9,29.4,0.482,687.0
16,18.0,60,28.6,40.6,0.48,272.0
76,12.0,100,34.3,30.4,0.5018,752.0
17,7.0,100,26.0,37.7,0.48,340.0
89,4.0,220,29.121999057608384,43.005647689258346,0.4278608239659618,368.0
20,3.0,140,12.3,28.5,0.4938834435073322,670.0
6,14.0,140,36.7,56.0,0.465,202.0
76,8.0,110,27.8,26.4,0.5033,915.0
76,5.0,180,27.3,26.1,0.5033,931.0
76,11.0,150,42.1,34.8,0.5002,620.0
90,11.0,140,37.18214484242198,45.19558587960924,0.4385665375243692,346.0
89,7.0,110,22.68042090990643,32.65878360672128,0.4363879114520119,625.0
93,3.0,170,14.4,23.0,0.457,1165.0
88,2.0,160,19.203776763236267,29.07700379306781,0.435067445152883,607.0
5,17.0,90,33.5,44.1,0.488,362.0
2,15.0,90,32.9,36.2,0.447,580.0
76,9.0,70,21.3,22.2,0.5041,1168.0
9,9.0,130,33.9,42.51,0.401,374.0
8,12.0,130,43.6,60.2,0.403,148.0
20,4.0,100,10.5,23.9,0.4857142857142856,889.0
90,10.0,110,28.33489972540937,34.72753368618714,0.4460829756555798,583.0
6,20.0,140,44.5,72.8,0.428,134.0
89,7.0,30,5.461156797988821,10.68885895075478,0.5074970235501366,3055.0
